;Unnamed: 0;Dominant_Topic;Keywords;Text;CommunityName;Community;TopicName
905;905;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий; ЭКОВОЛОНТЕРСКИХ ПРОГРАММ  года  Таиланд спасение мангровых лесов За волонтерство ни вы ни организация не платите однако будьте готовы что питаться придется за свой счет —    возможно поможет вам только с жильем   Байкал очищение родников Перелет до Байкала вы оплачиваете сами а вот за проживание платить не надо Единственное придется сделать небольшой взнос — в несколько тысяч рублей — на еду Длительность у каждой программы различна — от пары дней до недели и больше -  Коста-Рика помощь черепашкам За работу вам не заплатят а вот вам придется немного потратиться — неделя проживания в лагере (вместе с трехразовым питанием) обойдется в  долларов на человека --------  Камчатка обустройство парка Волонтерам здесь гарантируют бесплатное проживание — взамен надо будет основательно поработать Добровольцам предстоит обустраивать пешие дороги (при необходимости даже возводить небольшие мосты) а также общаться с туристами и следить за чистотой в парке   ЮАР уход за обезьянами Желающих взяться за такую работу к слову достаточно много — хоть    и не платит волонтерам однако обеспечивает их жильем и питанием По крайней мере тех кто приезжает в ЮАР на длительный срок — от года --------  Помощь на фермах по всему миру Отдельно стоит сказать и о сервисах которые помогают всем кто хочет заняться в путешествии трудотерапией Два проекта —  и  — предлагают всем желающим стать на время помощником фермера При этом фермы нуждающиеся в свободных руках расположены по всему миру  и  *по материалу журнала ;rus_eco;7;Активизм
906;906;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Цирк в немецком Гамбурге начал использовать голограммы животных вместо настоящих;rus_eco;7;Активизм
907;907;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;С праздником;rus_eco;7;Активизм
908;908;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;ЧТО ПОЧИТАТЬ Пишите в комментариях оставляем рубрику или нет ;rus_eco;7;Пожары
909;909;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Иллютрции о чувствах живтных;rus_eco;7;Активизм
910;910;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;Насколько на самом деле глубокий океан и что находится внизу Под каждой картинкой вы найдёте описание Океан действительно очень-очень глубокий Намного глубже чем мы можем себе представить Если измельчить все горы острова и неровности Земли и засыпать их в самую глубокую впадину в океане то вода из нее поднимется и покроет всю планету слоем толщиной  метров Океан изучен всего на %;rus_eco;7;Пожары
911;911;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Интерактив какой была погода в день когда вы родились На главной странице достаточно указать город где вы родились и нажать  У вас спросят дату рождения имя и электронную почту — последние два пункта можно пропустить если вы не хотите получать рассылку ;rus_eco;7;Активизм
912;912;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;"Социальная реклама ""Соломинка – это оружие не используйте его""";rus_eco;7;Пластик
913;913;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Пожары в Иркутске не утихают в некоторых местах огонь уже находится всего в км от населённых пунктов Друзья оставляйте актуальную информацию и варианты помощи (ссылки на общественные пожарные отряды и пр) в комментариях;rus_eco;7;Активизм
914;914;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;В Иркутске горит лес Объявлен режим ЧС во многих районах ;rus_eco;7;Загрязнение окружающей среды
915;915;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;"Социальная реклама против вырубки лесов ""Это не только дерево""";rus_eco;7;Пластик
916;916;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Вот что будет если одно растение хвалить а другое ругать;rus_eco;7;Активизм
917;917;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Праздник или пластик как веселиться не засоряя планету;rus_eco;7;Пластик
918;918;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать; и ООН показали планету в будущем Разработчики социальной сети совместно с ООН создали фильтр для приложения чтобы с помощью виртуальной реальности показать людям планету в  году  совместно с Организацией Объединенных Наций запустили социальный проект ко Дню Земли пишет издание  Разработчики приложения создали специальный фильтр виртуальной реальности чтобы показать как будет выглядеть планета к  г Пользователи смогут навести камеру смартфона на улицы и увидеть предположительную ватерлиниюТаким способом  и ООН стараются привлечь внимание к проблеме глобального потепления на планете По прогнозам организации уровни морей к  г поднимутся приблизительно на  м а океанов — на – м Это приведет к разрушению прибрежных зон в портовых городах и нанесет ущерб многим районам;rus_eco;7;Пластик
919;919;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Забота о домашнем питомце тоже может быть экологичной Используйте древесный наполнитель для лотка вместо силикагелевого — он делается из опилок и поэтому легко разлагается без вреда для окружающей среды;rus_eco;7;Пластик
920;920;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Итоги регионального этапа Национального лесного форума подвели в Тюмени  и  апреля участники форума – первые лица отрасли и региона в том числе губернатор Александр Моор – обсуждали меры по совершенствованию лесного законодательства перспективы дальнейшего развития отечественного лесопромышленного комплекса и повышения его инвестиционной привлекательности использование городских лесов для создания комфортных условий для жизни Один из ключевых выводов участников форума – создание и развитие отечественной системы лесной сертификации может и должно стать точкой роста российской лесной отрасли «Отечественная система лесной сертификации не должна подменять международные аналоги она должна быть параллельной им Пусть цветут все цветы Но если мы видим что к нашим предприятиям лесной отрасли относятся несправедливо то надо показать альтернативу Наша система должна служить нашей стране» - подчеркнул председатель оргкомитета Национального лесного форума глава комитета Госдумы РФ по природным ресурсам собственности и земельным отношениям Николай Николаев Конструктивные предложения прозвучавшие на дискуссионных площадках войдут в итоговые документы форума которые направят в органы исполнительной и законодательной власти страны Следующие этапы форума состоятся с  по  апреля в Перми со  по  июня - в Якутске с  по  июля - в Сыктывкаре со  по  сентября - в Красноярске Завершится форум в Москве  сентября #Лесопонимание #Лесолюбы;rus_eco;7;Загрязнение окружающей среды
921;921;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Внезапная экологическая инициатива в Госдуме предлагают с  года запретить пластиковые пакеты Ура ;rus_eco;7;Пластик
922;922;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Комикс к просмотру обязателен детям и взрослым;rus_eco;7;Пластик
923;923;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;Эверест превращается в самую высокогорную свалку в мире;rus_eco;7;Пожары
924;924;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Подборка документальных фильмов Ставь лайк чтобы не потерять ;rus_eco;7;Загрязнение окружающей среды
925;925;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Вокруг много простых вещей с секретами Давайте раскрывать секреты и искать альтернативу или отказываться совсем Нарисовала   -  Часть ;rus_eco;7;Пластик
926;926;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;В Сочи постелили футбольное поле из переработанных пластиковых стаканчиков использованных во время ЧМ- Всего на это ушло около   пивных стаканов общим весом  тонны;rus_eco;7;Пластик
927;927;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Вокруг много простых вещей с секретами Давайте раскрывать секреты и искать альтернативу или отказываться совсем Нарисовала   -  Часть ;rus_eco;7;Пластик
928;928;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Вокруг много простых вещей с секретами Давайте раскрывать секреты и искать альтернативу или отказываться совсем Нарисовала   -  Часть ;rus_eco;7;Пластик
929;929;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;С  апреля в Грузии полностью запрещены неразлагаемые полиэтиленовые пакеты любой толщины Их нельзя производить импортировать и продавать За первое нарушение предпринимателям грозит штраф в  лари (около   рублей) за повторное — вдвое больше При этом разрешено использовать биодеградируемые пакеты Запрет вводится поэтапно  октября были запрещены пакеты толщиной менее  микрон На днях Европарламент поддержал отказ от использования одноразового пластика который вступит в силу с  года;rus_eco;7;Пластик
930;930;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Главные новости к этому часу Суд аннулировал экологическую экспертизу одобрившую строительство китайского завода на Байкале ;rus_eco;7;Загрязнение окружающей среды
931;931;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;«Уничтожение природы - это уничтожение жизни» — красивая и мощная социальная кампания авторства дизайнера Сурачай Путикулангкура;rus_eco;7;Пластик
932;932;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Социальная реклама против цирков с дикими животными;rus_eco;7;Активизм
933;933;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Социальная реклама из Бразилии цель которой обратить внимание на проблему загрязнения морской природы пластиком На принтах изображены различные морские животные в агонии после контакта с пластиком из предметов используемых в нашей повседневной жизни Слоган Пластик который вы используете однажды мучает океаны навсегда;rus_eco;7;Пластик
934;934;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Социальная Реклама против цирков с использованием животных;rus_eco;7;Пластик
935;935;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;В ближайшие  лет планета может остаться без слоисто-кучевых облаков которые защищают Землю от перегрева Результаты исследования ученых Калифорнийского университета опубликованы в   Облака могут исчезнуть из-за роста концентрации углекислого газа в атмосфере Точка невозврата будет пройдена если уровень СО превысит   (в три раза больше текущего показателя) Последствия исчезновения облаков будут масштабными и страшными больше ничто не закроет от солнечного света значительную часть Мирового океана Средние температуры по всему земному шару вырастут примерно на  градусов — это станет причиной природных катаклизмов и массового вымирания животных и растений ---;rus_eco;7;Пожары
936;936;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Обладатель премии «Оскар» Леонардо Ди Каприо обратился в социальных сетях к своим подписчикам с просьбой подписать петицию против удержания косаток и белух в бухте под Находкой в Приморском крае «Пожалуйста подпишите эту петицию и присоединяйтесь ко мне в борьбе против бесчеловечного захвата косаток и белух в России» — написал актёр Сейчас количество подписей достигло отметки в  тысяч подписей от пользователей со всего мира ---&&-----;rus_eco;7;Пластик
937;937;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Вы ведь знаете что использованные батарейки нельзя просто выбрасывать а следует утилизировать Давайте поступать правильно вместе В магазинах «МВидео» стоят специальные боксы для утилизации чтобы дальше батарейки попали на переработку Список магазинов с ящиками для батареек можно посмотреть по ссылке -;rus_eco;7;Пластик
938;938;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Из дневника Фёдора Конюхова Январь  ;rus_eco;7;Загрязнение окружающей среды
939;939;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный; февраля - день сурка Отличный повод пересмотреть этот фильм ;rus_eco;7;Загрязнение окружающей среды
940;940;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Друзья ждем ваших ответов и пожалуйста в комментариях расшифруйте что его составляет а также сколько и чего сдаёте на повторную переработку;rus_eco;7;Пластик
941;941;8.0;пожар, леса, огонь, поделиться, трава, река, гореть, петиция, остановиогонь, комментарий;Всемирный фонд дикой природы нарисовал в Москве граффити про белых медведей Просуществовало оно недолго его уже закрасили;rus_eco;7;Пожары
942;942;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;книга «Грустных фактов о животных» Зверята птенцы маленькие рептилии и жуки — художница и писательница Брук Баркер рассказывает об их непростой жизни с любовью и вниманием Вы только посмотрите на иллюстрации ;rus_eco;7;Пластик
943;943;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;У нас всё ещё есть шанс остановить деградацию живой природы и наш долг – сделать всё что в наших силах  # #Поколение;wwf;8;Загрязнение окружающей среды
944;944;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;На юбилейном балу удалось подвести итоги работы фонда Итоги подвела директор по природоохранным программам  России Виктория Элиас вместе с председателем координационного совета Аллардом Стапелем Если коротко то с каждым годом нас становится все больше сейчас счёт идёт на десятки тысяч а в -Х начиналось все с команды всего в три человека Сегодня о нашей работе телеканал Д снимает документальный фильм а всемирно известное агентство  создало немного пугающую социальную рекламу Также нас поздравил Департамент природопользования Москвы поблагодарив за работу и отдельно за акцию «Час Земли» которая заставляет все больше москвичей задуматься о том как их повседневная жизнь влияет на природу вокруг нас #;wwf;8;Загрязнение окружающей среды
945;945;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С юбилеем  России поздравляет Альбина Газдарова заместитель директора нацпарка «Алания»  # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
946;946;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный; Всемирному фонду дикой природы России —  лет Пройди наш тест и узнай кем бы ты работал в    # #Поколение;wwf;8;Загрязнение окружающей среды
947;947;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;В Астраханской области и Республике Калмыкия апробирована методика учета сайгаков с применением беспилотных летательных аппаратов Организатором работ выступил  России Учет проводился с  по  июня на сезонных концентрациях копытных у водопоев на территории |заповедника «Чёрные Земли» заказника федерального значения «Меклетинский» и заказника регионального значения «Степной» — основных мест обитания прикаспийской популяции сайгака Теперь экспертам предстоит изучить и проанализировать фото- и видеоматериалы на основе которых будут получены точные данные о численности прикаспийской популяции сайгаков и приняты решения о дальнейшей работе по её сохранению;wwf;8;Загрязнение окружающей среды
948;948;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С -летием  России поздравляет Станислав Золотой директор Ненецкого заповедника # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
949;949;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный; Всемирному фонду дикой природы России —  лет Пройди наш тест и узнай кем бы ты работал в    # #Поколение;wwf;8;Загрязнение окружающей среды
950;950;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Наши коллеги из Амурского филиала  получили в подарок на -летие вот такой прекрасный торт от национального парка «Бикин»  #амур;wwf;8;Загрязнение окружающей среды
951;951;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный; России  лет Что было сделано за эти годы Рассказываем в первой части серии статей об истории  России  Кстати подписывайтесь на нас в ЯндексДзен у нас там отличный автор  # #Поколение;wwf;8;Загрязнение окружающей среды
952;952;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;|  помогает защитить сайгаков от браконьеров С сегодняшнего дня % от каждого проданного продукта из линии  будут перечислены в  России на поддержку проекта по сохранению сайгаков Товары помогающие редким животным можно приобрести в салонах-партнёрах  по всей России а также на сайте компании Кроме того  выпустит лимитированные бьюти-наборы с браслетами и кулоном с логотипом  +  часть средств от продажи которых также будет направлена на поддержку природного наследия России Сайгакам нужна ваша помощь на полученные с акции средства построят наблюдательные вышки и установят спутниковую станцию а также купят остекленные фургоны — всё это необходимо для поддержания антибраконьерских бригад в заказнике «Степной» Подробнее об акции ------ # #дарите #мир #;wwf;8;Загрязнение окружающей среды
953;953;2.0;свой, акция, день, москва, пройти, узнать, пожарный, друг, карта, дикий;Жизнь нужно прожить так чтобы с днём рождения тебя поздравил Владимир Познер  Сам день рождения мы отмечаем  июля в Серебряном Бору Приглашаем и вас - # #Поколение;wwf;8;Активизм
954;954;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный; лет назад  июля в Москве был основан  России Тогда нас было всего несколько человек но шаг за шагом из небольшой группы экологов фонд превратился в мощную организацию А благодаря нашим сторонникам за четверть века мы развернули активную деятельность на территории  регионов России ---------- # #Поколение;wwf;8;Загрязнение окружающей среды
955;955;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С -летием  России поздравляет Сергей Трепет старший научный сотрудник Кавказского государственного природного биосферного заповедника имени ХГ Шапошникова # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
956;956;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;В этом году Всемирному фонду дикой природы России исполняется  лет Пройди наш тест и узнай кем бы ты работал в    # #Поколение;wwf;8;Загрязнение окружающей среды
957;957;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С -летием  России поздравляет Тимофей Мудрак директор Норского заповедника # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
958;958;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;  стоит #НаСтражеЛеса в России уже  лет За это время благодаря вашей поддержке мы достигли многого Узнайте о результатах нашей работы по сохранению первозданных лесов России на ;wwf;8;Загрязнение окружающей среды
959;959;3.0;фото, делиться, фотография, страница, часземля, ответьзаприрода, ваш, выбрать, автор_фото, хэштег;Озеро Таватуй Свердловская область Автор фото |Николай Ларионов Делитесь вашими фотографиями с животными и природой ставьте хэштег # — мы выберем лучшие и опубликуем их на наших страницах ;wwf;8;Фотографии
960;960;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С -летием  России поздравляет Инвер Шеуджен руководитель Природного парка «Большой Тхач» Западный Кавказ # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
961;961;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Как говорится в докладе  «Живая планета» мы — первое поколение которое четко понимает значимость природы и осознает всю тяжесть вреда который наносится ей человечеством Мы же можем оказаться последними у кого еще есть возможность повернуть этот процесс вспять Конец этого десятилетия может стать решающим моментом в истории  # #Поколение;wwf;8;Пластик
962;962;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С -летием  России поздравляет Светлана Сутырина врио директора Сихотэ-Алинского заповедника # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
963;963;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Петицию  России и Гринпис «Защитите леса возле рек спасите лосося» подписали  тысячи человек Спасибо вам друзья Напомним что  июля вступает в силу закон который ставит под угрозу будущее  млн гектаров лесов вдоль водоемов где нерестится лосось и другие ценные виды рыб Это ставит под угрозу разрушения целые экосистемы Надеемся что обращение будет рассмотрено президентом и законопроект отправится на доработку Подробнее -------- #ЗащитимЛес #СпасемЛосося;wwf;8;Загрязнение окружающей среды
964;964;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;«Исчезнувших не вернуть Но можно сохранить оставшихся» — слоган нашей новой юбилейной кампании В этом году  России исполняется  лет За четверть века усилиями Фонда его сторонников партнёров и дружественных природоохранных организаций тенденцию исчезновения редких видов удалось повернуть вспять  # #Поколение;wwf;8;Загрязнение окружающей среды
965;965;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;С -летием  России поздравляет Наталья Смолянская специалист по экопросвещению и туризму Сохондинского заповедника  # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
966;966;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Тигриный кошелек  — сделайте подарок себе помогите природе  Герой кошелька — великий и могучий тигр В сентябре  года между  и Правительством Казахстана был подписан Меморандум о реализации программы восстановления тигра в Центральной Азии Тигров планируется привести в дельту реки Или и Южное Прибалхашье В наших силах помочь тигру вернуться на территории где он обитал ранее Сделайте пожертвование на соответствующей странице и в подарок мы вышлем вам кошелек с неповторимым дизайном  - Кошелек выполнен из современного материала  на % изготовленного из перерабатываемого полиэтилена высокой плотности () Кошелек вмещает  купюр  пластиковых карт и  визиток не пропускает влагу его можно стирать в стиральной машине;wwf;8;Загрязнение окружающей среды
967;967;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный; июля  России исполняется  лет Мы попросили наших коллег из заповедников и национальных парков рассказать немного об их опыте работе с Всемирным фондом дикой природы Будем каждый день публиковать по одному поздравлению и начнём с Кочкарева Павла Владимировича директора Центрально-Сибирского заповедника Как можно понять по зимнему фону интервью мы взяли немного заранее  Видео  # #Поколение #заповедныеинтервью;wwf;8;Загрязнение окружающей среды
968;968;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;У нас всё ещё есть шанс остановить деградацию живой природы и наш долг – сделать всё что в наших силах  # #Поколение;wwf;8;Загрязнение окружающей среды
969;969;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;Уже  лет главной целью  России остаётся сохранение биологического разнообразия Мы сохраняем снежного барса амурского тигра белого медведя дикого северного оленя моржа сайгака и другие редкие виды а также возвращаем в дикую природу России переднеазиатского леопарда и зубра Это не просто красивые животные это виды от сохранения которых зависит выживание множества других растений животных и целых экосистем Сохранить или вернуть такой вид обратно в природу – сложный и трудоёмкий процесс это работа которую мы вместе с нашими партнёрами делаем каждый день  # #Поколение;wwf;8;Загрязнение окружающей среды
970;970;1.0;россия, воздух, природа, лесной, проект, который, лес, территория, загрязнение, природный;;wwf;8;Загрязнение окружающей среды
971;971;7.0;пластик, который, пластиковый, пакет, одноразовый, мусор, упаковка, каждый, делать, стать;Как говорится в докладе  «Живая планета» мы — первое поколение которое четко понимает значимость природы и осознает всю тяжесть вреда который наносится ей человечеством Мы же можем оказаться последними у кого еще есть возможность повернуть этот процесс вспять Конец этого десятилетия может стать решающим моментом в истории  # #Поколение;wwf;8;Пластик
